passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
1,0.6,5.5,1.75,0.0,10.55,yellow,credit card,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,1.38,8.5,0.0,0.0,11.8,yellow,cash,Flatiron,Greenwich Village South,Manhattan,Manhattan
1,1.4,7.0,1.5,0.0,11.8,yellow,credit card,Upper East Side North,Lincoln Square East,Manhattan,Manhattan
5,1.54,8.0,2.26,0.0,13.56,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
1,1.82,10.0,0.0,0.0,13.8,yellow,cash,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
1,1.46,9.0,0.0,0.0,13.3,yellow,cash,East Chelsea,Kips Bay,Manhattan,Manhattan
1,1.25,8.5,3.0,0.0,15.3,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan
1,1.4,7.0,2.05,0.0,12.35,yellow,credit card,Lincoln Square West,Midtown North,Manhattan,Manhattan
1,1.3,6.0,0.0,0.0,9.8,yellow,cash,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
2,1.49,8.0,2.36,0.0,14.16,yellow,credit card,Kips Bay,East Village,Manhattan,Manhattan
1,2.0,11.0,0.0,0.0,14.3,yellow,credit card,Manhattan Valley,Upper East Side North,Manhattan,Manhattan
1,0.47,5.5,1.86,0.0,11.16,yellow,credit card,Lower East Side,Chinatown,Manhattan,Manhattan
1,2.9,12.5,3.26,0.0,19.56,yellow,credit card,Upper East Side South,East Village,Manhattan,Manhattan
1,4.88,19.0,4.46,0.0,26.76,yellow,credit card,Union Sq,Financial District South,Manhattan,Manhattan
1,0.89,5.5,1.32,0.0,10.12,yellow,credit card,West Village,West Village,Manhattan,Manhattan
1,16.01,52.0,12.21,5.76,73.27,yellow,credit card,JFK Airport,Murray Hill,Queens,Manhattan
1,1.27,9.0,0.0,0.0,13.3,yellow,cash,Clinton West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2,2.64,11.0,3.06,0.0,18.36,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
1,1.52,8.5,2.36,0.0,14.16,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
1,9.19,30.0,0.0,5.76,36.56,yellow,cash,Manhattan Valley,LaGuardia Airport,Manhattan,Queens
3,0.54,4.0,1.46,0.0,8.76,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
1,0.8,6.5,1.08,0.0,11.88,yellow,credit card,Flatiron,Midtown South,Manhattan,Manhattan
1,2.16,9.0,2.46,0.0,14.76,yellow,credit card,Lincoln Square West,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,2.08,12.0,0.0,0.0,15.3,yellow,cash,Union Sq,UN/Turtle Bay South,Manhattan,Manhattan
1,5.7,19.0,4.55,0.0,27.35,yellow,credit card,Union Sq,Brooklyn Heights,Manhattan,Brooklyn
6,1.55,9.5,2.76,0.0,16.56,yellow,credit card,Clinton West,Times Sq/Theatre District,Manhattan,Manhattan
1,2.9,10.5,4.14,0.0,17.94,yellow,credit card,Yorkville East,Midtown East,Manhattan,Manhattan
1,0.66,5.0,1.76,0.0,10.56,yellow,credit card,Hudson Sq,Greenwich Village South,Manhattan,Manhattan
1,3.0,17.0,5.05,0.0,25.35,yellow,credit card,Meatpacking/West Village West,Lincoln Square East,Manhattan,Manhattan
0,2.5,13.0,2.0,0.0,18.3,yellow,credit card,Greenwich Village North,Midtown Center,Manhattan,Manhattan
1,0.0,52.0,16.59,0.0,71.89,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
2,0.51,5.5,2.45,0.0,12.25,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
1,0.88,5.5,0.0,0.0,9.8,yellow,cash,Upper West Side South,Upper West Side North,Manhattan,Manhattan
1,2.69,13.5,0.0,0.0,16.8,yellow,cash,Lincoln Square West,Midtown South,Manhattan,Manhattan
1,3.37,12.5,3.26,0.0,19.56,yellow,credit card,UN/Turtle Bay South,Lower East Side,Manhattan,Manhattan
1,1.04,7.5,1.3,0.0,12.1,yellow,credit card,Greenwich Village South,TriBeCa/Civic Center,Manhattan,Manhattan
1,1.0,6.5,1.0,0.0,11.3,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
1,1.62,9.5,2.56,0.0,15.36,yellow,credit card,Battery Park City,TriBeCa/Civic Center,Manhattan,Manhattan
1,0.9,9.0,2.45,0.0,14.75,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
